MP_id,Formula,Ref_index (1),Ref_index (2),Ref_index (3),GGA direct band gap (eV),Effective_frequency (eV),Average_optical_gap (eV),effective_mass_valence,effective_mass_conduction,effective_mass_transition
mp-3789,Zn2SiO4,1.76935691707468,1.78156915386409,1.76570940134553,2.7499,15.417882188767,11.9629173759725,5.15823941308225,0.375307383281008,2.85834721626163
mp-504870,V2S2O11,1.86311564321703,1.88966737284634,1.87670277614757,2.3422,9.99343991645647,7.34249951737539,36.203981904354,27.7790550436381,0.063619615864978
mp-3285,Na2Ta4O11,2.27223339250175,2.26912197997375,2.34324701856206,3.5561,13.7864378039415,8.50023586089504,7.23055101549753,1.93840932934885,0.654188956513174
mp-560585,P3IrO9,1.81612773229198,1.64940283133018,1.75329155019922,2.2774,11.9399706636785,9.43568442230517,59.2722770686473,4.06652138223353,0.262781718451008
mp-755287,Ca3CdO4,2.0598811179289,2.06004915960761,2.06004915960761,2.6803,15.3817143943273,10.3911490163381,1.86383530979773,0.34987098368406,3.39472453055051
mp-559617,HfB2O5,2.00240474430121,1.9982188218511,1.99264746505748,4.5511,16.2660911459267,11.2895369619118,6.28046846304142,3.15753830234968,0.475926204488009
mp-28688,SrHgO2,1.8184307767963,1.81843067780985,2.13502182424443,2.2903,12.0165567374919,8.62789696801537,1.97094026739901,0.692297381035195,1.95183800642987
mp-28543,Cs4ZrO4,1.79114357604297,1.7918087509553,1.80706080971283,2.7938,10.1797268299422,7.79404036833719,18.6431686173013,0.440476990258919,2.32390509866959
mp-559203,CdSeO3,1.93308322117802,1.8468665355136,1.85254717618742,3.4047,13.335461663476,9.79311353617573,8.17239840657756,1.26350244757226,0.913813881425786
mp-770771,SrSc2O4,2.09144248307239,2.13224623343553,2.16584047427321,3.4364,12.7051709366368,8.33937718817314,2.61527731019928,1.16597941922792,1.24001670040443
mp-5840,LiScO2,2.07022027813467,2.06929821678752,2.05882847998564,3.9264,12.8750793629089,8.67532252656646,2.06693476341298,1.15415319499802,1.35024431209259
mp-8042,ZrGeO4,2.25245850128254,2.24898774118491,2.21410855650756,3.8524,15.5695284318963,9.79924320673956,11.3135093650316,1.61395117711779,0.707987332487962
mp-762088,K2OsO5,1.75822043839787,1.75832338891343,1.67181735545484,1.6658,7.73294030090525,6.14686246618012,342.360348761034,4.34077993855087,0.23329424529997
mp-4200,ScPO4,1.92331163361531,1.98619089465237,1.94245660183181,4.7122,13.7834555641297,9.77337841219231,3.94754745767246,9.00009914249216,0.364431730825265
mp-560745,AuN5O14,1.82437694295888,1.64721595426951,1.70663114937001,1.9557,9.17625830023422,7.25697949043375,103.791976199821,79.180427526947,0.022264039822823
mp-29213,Cd2Ge7O16,1.95529620262507,1.9713328409987,1.9713328409987,2.1625,16.7154868373244,11.7689792278288,17.6052592189895,0.263902694581594,3.84607665182784
mp-5444,Y3Ga5O12,2.03686798295815,2.03686807378387,2.03686795841066,3.3529,17.9027680506436,12.2143507861476,5.99192426897886,0.323948148299386,3.25380506563533
mp-565574,K4V2O7,1.69539907691375,1.68432942442979,1.67310512819727,3.4892,10.7423766388801,8.77163162728395,9.62853612661013,6.49462115087816,0.257831516870635
mp-7899,BaCdO2,2.28251996048227,2.2916304392288,2.2997119276118,0.9947,13.9194670075137,8.59329443631845,6.48163001447775,0.291631675116945,3.58326498583765
mp-18702,AgPO3,1.79965210526924,1.7754660909181,1.76039781299569,2.0364,12.3394337661136,9.54122831086848,34.3224148264174,0.531442636195516,1.91080610899397
mp-30998,Ti(NO3)4,1.58596607151603,1.55336587448032,1.57571279743486,2.8286,9.2179233281195,8.10667246801812,47.5793330636803,139.331844191393,0.028194638937045
mp-8610,Li8PtO6,2.0011637589163,1.99542195788259,2.03034406936361,2.1611,11.9869771430577,8.27833588001325,2.94105503056194,3.73807487847281,0.607531419653204
mp-757636,NbTlO3,2.77757760287629,2.77618399606366,2.78897703289217,0.7573,13.8476133175823,7.33322729585349,1.59153659397406,0.527867017638542,2.52274012127619
mp-754311,Mg(ReO4)2,1.67794370882935,1.67795627177826,1.65456518155073,4.02,10.3326386205841,8.51087047036168,6.66223701303066,5.4565237147699,0.333366599390118
mp-27169,KTa5O13,2.22178742007421,2.25619813846213,2.1110059047762,3.19,13.366387969077,8.54764440820276,69.1643602294672,5.67162206330414,0.190774716210551
mp-542697,Rb2RuO4,1.7206024351953,1.71764144977932,1.68623287241116,1.4432,8.92067479241578,6.1170110890998,11.6435351452576,10.6775153495718,0.179539316333432
mp-18449,K2ZrO3,1.83718938599155,1.74298729771619,1.68730787647068,3.6641,12.0792960922832,9.45837553241874,23.4236058986554,0.539635112161243,1.89579600311648
mp-8975,Hg3(AsO4)2,2.20608625624657,2.10735858363023,2.15951307706159,1.0654,13.478602426091,8.74978382763091,11.8338788498254,0.412350703162384,2.50962329882833
mp-19386,Sr3V2O8,1.94365073765839,1.94265687912199,1.95210997897147,3.8182,12.2811282023175,8.72640768903739,3.13130447243699,2.65111649908592,0.696555290498551
mp-29260,Ti(SeO3)2,2.26087489481395,2.05999675970619,2.26781530553085,2.4999,10.6828423676025,6.83181479131933,4.61686536561348,2.31988028634485,0.647653901557648
mp-757840,Ba4(PtO3)3,2.1925057354543,2.18419797866402,2.59736969066785,1.7042,10.7398414615074,6.55203022264355,35.6114479919231,10.7389007284,0.121200258299749
mp-8615,NbBO4,2.48916369489835,2.48058946825145,2.48658128964247,2.4765,14.6220569575404,8.45220898286103,2.58930679735892,4.72853900249693,0.597685564685016
mp-13801,Tl2Pt2O7,3.19615108528993,3.1961509429312,3.19615103366534,0.6975,13.0678645853911,6.23304393686511,1.99650818118081,0.461048786604503,2.66984234138961
mp-761036,CdSeO4,1.88343209859023,1.84747991328729,1.81979006481517,1.952,13.4789640373463,10.0349877687406,2.41212047115891,0.372114194450966,3.10192008810618
mp-531826,Li2PtO3,2.09417827798877,2.47173385703235,2.50388469383077,2.0024,11.2543847721613,6.79002619517804,29.045748616664,9.85656744195561,0.135883644276303
mp-17101,CaNb2O6,2.28437608768784,2.13471850837528,2.12023992746104,3.6413,12.2029585363631,7.85355112132995,6.38926185059305,21.9342210634717,0.202103462376434
mp-7461,Hg2SO4,1.81886761200479,2.23437300825086,1.85139090955962,2.5904,14.1781581755627,9.97236854347253,0.930856706630674,0.526295066216325,2.97435401593107
mp-29193,Nb2Se4O13,2.04796234584526,2.09243825954316,2.20823774761686,2.4464,11.3721108698278,7.50555916332076,35.8235258302528,3.49403452584192,0.314116711540744
mp-772617,Zn(NO3)2,1.66808698514196,1.66736921825971,1.66728703887483,3.4493,12.2676964376847,10.1209777768981,5.6479431917925,15.9953237197398,0.239573877267525
mp-7621,KTcO4,1.62762591525203,1.62931730795447,1.65055131698472,3.2104,9.57897999848812,8.06428810161121,11.878284471767,4.48034388937592,0.307384394084064
mp-9298,Sr(AuO2)2,2.46170208798709,2.50954203790253,2.63265999323878,1.6204,12.2695783018736,6.983070910276,5.65329386716513,3.71155547975151,0.446316843739521
mp-705134,In2(MoO4)3,1.77531929240911,1.7679937782696,1.76394927648161,3.7072,11.7710915578553,9.14911892187606,99.0436506555461,18.9162191159415,0.062961245222413
mp-28364,Rb2CdO2,2.04326246233811,1.89362157518338,1.86089461550083,1.3521,11.8066202832753,8.44262769340942,8.77836317286789,0.367072376243175,2.83817484152336
mp-35799,Hf2Bi2O7,2.36640843262527,2.36217080881125,2.35789355357701,3.02,13.8527179460453,8.34167343193849,9.38454148564453,0.508353680315823,2.07369259269968
mp-558456,Hg3Se4O5,2.19962132422833,2.37139872438188,2.1048748228814,1.9797,12.8056927546846,8.09964229721086,4.37085686383784,1.0237870375987,1.2055537304973
mp-558781,ScTaO4,2.26957003637253,2.29518268553943,2.19907683585636,4.0258,13.2840464532341,8.31115106283894,4.16447643383937,2.61966973462744,0.621853731920541
mp-4659,Cd(PO3)2,1.67684134908464,1.66077239861457,1.68074405547067,3.9273,14.9491649787664,12.2933404186172,7.92153617988682,0.544461467932585,1.9629154061769
mp-4759,ZrTe3O8,2.15914791295085,2.1591479824227,2.15914784116327,3.6731,12.7585349081281,8.27747479613977,15.332845008697,1.03803748514513,1.02857581561758
mp-542117,Cd3Se3O10,1.97825079552619,1.87062358853939,1.95179520185905,3.068,13.8861614512779,9.92515237908775,11.8090988368638,1.46194330106957,0.768701522214163
mp-28075,K2Ti2O5,1.89728977491579,1.94142842257962,1.81279581310196,3.2393,11.4496980713354,8.38197170374451,3.89091589375616,78.9695204561615,0.269672009933946
mp-5146,Zn(RhO2)2,3.02780419281036,3.0278040656555,3.02780387740025,0.9733,10.8277911148476,5.37660868625812,3.32496221970025,0.597217072021332,1.97518834130904
mp-16281,Cd2Sb2O7,2.21078728058581,2.18826361300461,2.20372394142279,0.55,6.60297950731113,4.215115672269,2.54936775831025,0.184890685540115,5.8008554056766
mp-27247,Na3NbO4,1.7862062142989,1.88712270136311,1.88436369631767,3.7941,12.0962599954508,8.99491241309563,16.4593568743237,6.1155670669598,0.224272849352789
mp-19163,SrWO4,1.86707461286366,1.86785272974076,1.87549830178542,4.6567,13.5844824726104,10.0125635350489,5.51058943062568,4.41834922280668,0.407797663669633
mp-757594,Os(OF2)2,1.7077834552425,1.7077836601865,1.72442284257661,1.9053,6.93767396333546,5.56693547984492,94.8901400696715,10.8910234637427,0.102357237976425
mp-4651,SrTiO3,2.53936641901085,2.54013686245446,2.54090884527564,1.8512,11.9956316598757,6.81548233651942,2.16064685318965,0.668527153572793,1.95864991559602
mp-556582,Cu(IO3)2,2.45257030072534,2.64515642448608,2.24065891424822,0.6117,14.836364525102,3.75693127201306,7.13947359330513,6.59688695338748,0.291652999956638
mp-3563,Ba5Nb4O15,2.31190604912916,2.31190599506122,2.15056424688964,2.6128,12.8543798457587,8.03194172786935,11.4963126194538,3.5587120099458,0.367984953560299
mp-14115,LiRhO2,2.93979040749506,2.98042087799693,2.24653261271676,1.4291,9.29759526501492,5.00499494271583,5.29730951617096,1.19580838417467,1.02502945568514
mp-11020,GaAgO2,2.50027936839066,2.50027936239133,2.43460017867411,1.6258,17.9145154152178,10.3788639129231,2.09784689746588,0.33734433291041,3.44100942739404
mp-4165,TaNO,2.80803462051307,3.12673901693122,2.94837277154704,2.164,14.4810811029522,7.31197650984056,2.39877359177129,0.96373811963037,1.45450597365445
mp-36165,Na10Zn4O9,1.87846682430114,1.89279492550038,1.89904244028405,1.4874,13.0948128068177,9.55685742555847,10.7868570128415,0.32083950020261,3.20952861695988
mp-4961,Na2HgO2,1.84423174248791,1.84589813640948,2.02736221726656,1.8009,11.5728177297588,8.3817235433005,3.32401314302558,0.70265122417357,1.72402235143588
mp-540784,Rb2Ti6O13,2.34110773353129,2.17893431062068,2.40904213329697,2.7681,10.8198565558314,6.63593562545394,29.0868113764657,8.9393044337593,0.146245369540653
mp-28712,Si2Hg6O7,2.21004009918372,2.32801968849063,2.52115221079569,1.6851,15.554395113403,9.39576324789468,3.98313628634226,1.341768461174,0.996343513304279
mp-4820,ZrSiO4,2.04239634987923,2.06635935645279,2.05047424514428,4.6447,14.8770120016028,10.0797512881957,3.31797567243467,5.06517365642547,0.498815184470844
mp-4710,Hg3(BO3)2,1.97216365446684,1.99587304957004,1.93761326636664,2.6125,14.0283151809849,9.86544573795673,6.9162882606427,1.51350173088517,0.805305652847344
mp-8710,Ca2Pt3O8,2.46345728804053,2.52100814953066,2.21056536885929,1.2046,10.2364840325,6.08868842890234,3.57407336722444,2.03685370391677,0.77074607810164
mp-18373,ZnSe2O5,2.02368362398869,2.06714750320339,2.0295551507658,3.0413,13.7551118640472,9.37139907673866,2.85648639408464,2.46465303111087,0.755817059134874
mp-27994,HgBrO3,1.83270789816599,1.88064702695641,2.03761893395208,3.2042,11.9269978548247,8.59206777777852,12.4887966371652,9.24293885174573,0.18826246320081
mp-675093,Hf2N2O,2.64924238981638,2.63804252998317,2.64853456462248,2.1317,13.7063513963783,7.54395631238821,3.54654171942529,0.657715094420947,1.80237997990532
mp-3915,BaHgO2,1.8116840977389,1.79437676367033,2.05133209159317,2.8423,11.6393267465469,8.51257713487568,2.14860355287113,0.67106876828188,1.95557881799276
mp-29698,Nb3ClO7,2.37262026038724,2.52595124062204,2.31102804180304,2.0193,11.2712105757157,6.69321696176719,6.04459343049201,1.21390301194207,0.989226141292324
mp-556339,Hg3AsO4,2.43853569381299,2.15506659757883,2.25959277083283,1.7729,14.6043579756007,9.03851911701183,4.0772180008412,1.10841055523928,1.1474580562279
mp-766173,Sr(RhO2)2,2.82876634772121,2.82224267914721,2.07331594312107,1.3585,9.190454388362,5.16631930290301,7.26506830158536,1.56098411798554,0.778266463314924
mp-546285,NbI3O,2.4532274537841,2.33905875941585,2.46282992104611,0.8337,6.94360348872459,4.10249835542368,129.03270774158,9.72995505191874,0.11052537068478
mp-4812,Zn4B6O13,1.80740962153022,1.80740949150988,1.80740944448124,3.5713,17.2593479511852,13.1388646804683,4.73882943490218,0.659323036102287,1.72772978323806
mp-2931,Li2TiO3,2.29076981165721,2.31066962805157,1.93994726216977,3.2045,10.9268615063714,7.03042088098901,2.3052751825972,2.68000009221718,0.806922007135536
mp-667343,Re2(HgO2)5,2.19262657103302,2.05591423459248,2.18118557211439,1.1043,13.03166362913,8.50800708989081,23.2483648408856,0.387242118886908,2.62537750125829
mp-17715,SrTa2O6,2.0896285100467,2.32265977276053,2.203268574187,3.229,14.0257299712391,8.93901703043475,8.9835064985906,2.23627262075773,0.558487779026878
mp-32039,Bi2(MoO4)3,2.41516650978768,2.29920387525769,2.25087017617632,2.6726,12.7301965714188,7.77433953362253,2.83188253952668,5.34020565852624,0.540380696515289
mp-572441,Cs3AuO2,1.95322050726486,1.86549824711791,1.95694279425843,1.7916,9.27102472448554,6.65262613440838,46.5499111620623,1.15511528289036,0.887196775205836
mp-639787,K3VO4,1.65285112457233,1.65285112457233,1.65285112457233,4.0554,10.9053012939163,9.08089506502461,23.8587990354002,9.09035265347312,0.151919991324351
mp-5824,Hg2NO4,2.19118018200238,2.0292367678514,2.07257927472027,1.5916,13.1205953153375,8.72540067650227,108.123448355485,1.05580360117256,0.956394538331848
mp-29816,Ag2HgO2,2.74755851257075,2.74755851257075,3.02241365468064,0.4018,1.73413068021387,0.903915735706954,3.55730986635785,1.39640572170645,0.99723554959976
mp-7650,RbScO2,2.05853664771847,2.05853689546726,1.92210775452366,3.8596,11.7561493173456,8.10433456966346,3.19712300679726,0.705449847477538,1.73031642246807
mp-19803,CdIn2O4,2.24286917585489,2.24286913349843,2.24286931184142,0.9781,17.4232381618353,10.9482301754654,5.85318883474569,0.160909913254131,6.38550454701553
mp-754128,Ba3Hf2O7,2.106246562015,2.106246562015,2.11641693907415,3.7254,13.8357936036972,9.15603101612649,3.12508918224848,9.81725820961512,0.421852302081928
mp-5478,TlPd3O4,3.5699111095376,3.56991108852868,3.56991102270071,1.3256,12.1389071134984,5.34036539745399,1.55858376204514,2.49488049667768,1.04242892301972
mp-555678,Na4Ti5O12,2.39985065160314,2.39985074327551,2.25743778651816,2.5226,11.2206795604708,6.77956570559933,3.90180992178464,12.2636277730383,0.337833256089086
mp-555704,ReO2F3,1.55170483017873,1.54580355155498,1.53817716144793,3.3523,9.10184312018368,8.16007653671817,164.469306824862,15.8864552267048,0.069026866150045
mp-553303,CsCu3O2,2.32162212256861,2.32141766599636,1.74301871762755,1.5293,11.2496607647868,7.38744665724741,5.31788421108246,1.65643445426957,0.79175106203951
mp-16800,Sc2(SO4)3,1.67308706886402,1.67599840990378,1.66009984940666,4.403,11.7831259015698,9.70819685827013,4.6705518224315,9.70784116924998,0.317116976590647
mp-27265,AuClO,2.52207168216924,2.65954956336595,2.5013678537952,1.0945,9.4067389718205,5.31024573379177,11.45373533654,1.55896737866069,0.728758002624038
mp-29680,Ta2Bi4O11,2.52545408986186,2.52449071893719,2.45638995072037,2.8043,13.3582537249971,7.68078537150443,8.49455078083378,3.59044280227659,0.396239707743518
mp-27343,Re4Cl8O9,1.66210063774731,1.64644413206158,1.84724518675784,1.0216,7.43076224864268,5.94415387786752,617.053265788912,335.764981745128,0.004598879292373
mp-23558,Ag2BiO3,3.44372201839812,3.86097758864254,3.54737341141301,0.4142,2.10581028003765,0.917628817946894,1.39315837159798,2.62130551126522,1.09928278131075
mp-7911,KCuO,1.82783800704548,2.01755534496578,1.98671869674597,1.3593,9.86826732779669,7.01880874348332,13.0752996890777,1.24016946263189,0.882821498115099
mp-3370,Y2Sn2O7,2.09607353640086,2.09607343859894,2.09607347915096,2.752,16.1554689327557,10.7506797401883,1.80112887202972,0.347574343699326,3.43228967910163
mp-754326,NaAgO2,1.82644578621978,3.18181521619342,2.31778512809104,0.9458,8.23327672350217,4.82664265462149,6.17861766629017,1.55366724954559,0.805486962450596
mp-504427,Ti3PbO7,2.59892023348159,2.58996277193322,2.5086358085621,2.3267,14.0091081836135,7.89661194626002,172.352076074525,337.668929741223,0.008763557549754
mp-4035,RbReO4,1.58632446554921,1.5874096509723,1.60063958778983,4.1323,10.341102960787,8.96900356884218,16.8100026944142,4.37873520445952,0.287864839887845
mp-773933,Ta2WO8,2.61145458509238,2.30872133008728,2.30027128400109,2.3665,13.3305549736533,7.90653643529607,389.432705926429,8.97023944162143,0.114047582123668
mp-28455,Hg2P2O7,1.94149432139267,1.95497767506435,1.8856325278272,1.9519,14.0603093074262,10.0790213014997,3.85570933565203,0.473412723754433,2.37167741429833
mp-4056,CaSc2O4,2.17445988006217,2.08953960957911,2.14349655936276,3.458,12.8682719068334,8.42619030879084,2.88721368256987,1.34240914234288,1.09128406247079
mp-557224,HgSeO3,1.95001424353772,1.92983224918644,2.16825639627789,2.5934,12.7801109055267,8.79872494327914,5.63884429739821,1.83921340031378,0.721052000966216
mp-27559,Na14Cd2O9,1.90675533826446,1.90675537759829,1.89461149843444,1.3841,11.5401201688726,8.37067041864164,41.1220824094547,0.317442959005778,3.1744900833215
mp-3810,Hg(AsO3)2,2.28675035804086,2.28674992073904,2.21337247430251,1.2099,15.0782147960615,9.40710253154285,1.32106959438606,0.193606622098647,5.92207497511352
mp-557685,NbIO2,2.75183470433818,2.46928538447868,2.39087111112247,1.2198,9.67996273342022,5.50460387399445,2.49228183142878,3.09159018236145,0.724696868022157
mp-504554,Ba5Ta4O15,2.21299469271844,2.21299488702527,2.08629876336061,3.1216,13.9248586081662,8.9931790679734,5.69419862281224,4.38649271001738,0.403589903529421
mp-5966,Cd2SnO4,2.3418397062993,2.32457464066009,2.30569008108202,0.4119,1.53493033704923,0.936627736369587,7.85716221860532,0.130165919714988,7.80977488579922
mp-29710,Hg4P2O7,2.01755301045598,2.04852503035721,2.31788582764553,1.9699,15.211400450964,9.99185266074459,1.03299341599498,0.398105209804722,3.47995918419581
mp-15438,ZnP4O11,1.57225554856709,1.61195980098761,1.60558052429643,4.7901,14.2733325243089,12.3356780674553,27.1078415135322,0.51182416283985,1.99068569077101
mp-558159,BaTi2O5,2.19638124422879,2.11818461423928,2.17546628335169,2.9524,11.2679775983036,7.29840189658495,8.11966006695556,3.52862861583811,0.406554081937943
mp-5560,Cd3(BO3)2,1.96808988869919,1.9143026693812,1.94045877565075,1.4544,15.7147052275384,11.1932126057193,2.48824579377225,0.365754715362774,3.13596230584347
mp-3748,AlCuO2,2.46466127287301,2.47639649087136,2.1710839205337,2.59,16.8098839117907,10.0927258993494,3.02162351698506,0.8915223078077,1.45262483816625
mp-27437,Zr(IO3)4,2.22805158827169,2.0412195619286,2.0412195619286,3.1885,11.9402887414933,7.92149861426172,8.97362245372498,1.19629638819876,0.947350965536395
mp-17789,K2RuO4,1.68335779916214,1.69123219872376,1.68908792547931,1.4195,8.77809235061083,5.83511514453457,14.5278989777138,9.85470137107662,0.170307487011993
mp-33940,Mg2PtO4,2.14773612438772,2.30227954644956,2.00255526765181,1.2021,11.4406689897397,7.446772248602,2.04202983166979,1.04405615984207,1.44751169364801
mp-769404,YSeO3,2.07333933546827,2.01538124681163,2.07417061255819,1.9364,11.795497366332,7.98775680470903,16.5181469650602,57.0598466940597,0.078064937248988
mp-29775,Sr4PdO6,2.24554015773488,2.24588816729596,2.24520351193383,1.5822,10.7203246463048,6.72964912166942,2.2199407954638,3.39873279562632,0.744689771388895
mp-771127,Rb4TiO4,1.70787807234592,1.70839209199762,1.71807244026554,2.973,10.659066911945,8.56257707356994,71.0549140784423,0.545650013605091,1.84675020048629
mp-8253,Na5ReO6,1.91884530903353,1.9203470077046,1.89943852493309,2.2613,9.55914762231094,6.89987212908964,19.9446437626302,2.22428708108094,0.499721028940494
mp-4598,Sr4PtO6,2.15046682373851,2.15060027666696,2.15033507621487,2.2143,12.7509612256342,8.30092501598484,3.35204888690878,3.555723203858,0.579561744099973
mp-769147,Y2(SeO4)3,1.64119035154366,1.65592543612326,1.650306901761,3.8169,11.4758493411748,9.57863215113462,10.6917952825563,0.802927832267575,1.33897160571077
mp-14726,Na4TiO4,1.6742268962121,1.68273855663915,1.693466279558,3.374,11.4616104162833,9.36350220468654,22.7912987991218,0.622771977100482,1.64960053800388
mp-17841,Mg4Nb2O9,2.03879620364567,2.03879648567482,2.01530567904723,3.4252,12.4892002731126,8.54265375531314,4.87344639193448,1.7295199917954,0.783388706936195
mp-28556,Na3CuO3,1.87326767174368,1.90396988946779,2.32948342556885,0.8442,8.02562046061411,5.47862229050564,8.32514091389873,2.32026768664501,0.551102841730381
mp-542076,Ca3V2O8,1.99480640915353,1.98943946879517,1.99611745896879,3.6492,11.8309361574333,8.22707722313413,7.50184713939296,2.73531196281576,0.49888951611727
mp-3283,RbNbO3,1.98824103921029,1.78262736711855,1.77722028741515,3.311,11.2102305324132,8.3496356874319,33.4315859702161,21.1801489256375,0.077125853688852
mp-30003,AuSO4,2.07801674199223,2.19983065257306,1.73231773067183,1.6836,11.0061006254581,7.61973660121137,37.7812636768563,30.9882691703834,0.058738421954716
mp-769810,Sr3WO6,1.9414275366338,1.94142749027616,1.90355273370611,3.5967,12.9375837602435,9.26791415807362,5.75939325735441,1.79028791811386,0.732198773807371
mp-546279,ScBrO,2.1413360712415,1.89904390154625,1.88773595346383,3.324,9.50910921550342,6.66455734904154,37.0541839257277,2151.4544306211,0.027452307552792
mp-558966,Ca5(ReO6)2,2.190542494452,2.19101267910526,2.18028357559286,2.1699,10.4109488253162,6.68086339315952,27.4638111541059,7.90306423570469,0.162944751483311
mp-18996,TlV3O8,2.33333815809025,2.01430296132434,2.32687262221205,2.0141,11.122430273259,7.0361893969085,2.49801320706119,11.4434188250018,0.487704611811813
mp-607436,ReCl3O2,1.6192442033245,1.81627391381366,1.77890727976474,1.8707,7.0123983243109,5.54627414845659,46.7103235387751,72.0847207167592,0.035281109007288
mp-510456,Zr(MoO4)2,1.98614778151073,1.986147632982,1.81959232522013,3.1931,11.230842632162,8.03834206259721,5.74566049677206,1.78074956014212,0.735605672802229
mp-546125,ScAsO4,2.01953427056834,2.09131673115289,2.04456611778636,3.5272,12.8297181044921,8.69733729529662,3.49193909248589,0.545031029179101,2.12113176271793
mp-19970,Li3CuO3,1.82414362099041,2.5025046793163,2.5025046793163,1.2946,8.45382725560333,5.24720383332061,10.284486835485,2.56662086163469,0.486851168430312
mp-5377,YTaO4,2.18632817070082,2.14462978856492,2.12081357738015,4.3643,14.5230245169312,9.45408466808214,3.43535131121323,2.12459841214593,0.761768229145321
mp-29282,P2PtO7,2.05388028132119,2.15959176234769,2.14994215736145,1.5013,12.1132033931306,7.97875230802023,2.79521515184025,18.872613557021,0.410741045931291
mp-752849,Y2Pb2O7,2.40152643125159,2.40132439915976,2.40148029140362,0.9987,14.9760802177425,8.89853492002621,2.16554782280989,0.308462892239318,3.70365795213684
mp-552120,YClO,1.90491096642337,1.90836758775661,1.77404601969622,4.7039,12.3607863330485,9.14584854704192,3.42404490295596,216.52296845852,0.296670692414131
mp-557637,Hg2SeO3,2.02913979804251,2.0771171825393,2.09895066640453,2.3228,13.1608268752467,8.85932756165234,0.748205942876333,2.5984596847422,1.72137379285613
mp-761010,TiP2O7,1.96346589224259,1.98048998482699,1.77320329629741,2.5895,10.7764216466698,7.80534420927958,5.63334764188199,4.49841037715485,0.399815091872357
mp-12199,Hg3(PO4)2,2.05420071317289,1.92712414493722,2.02215977855361,1.4792,13.8849171023266,9.6222974989164,10.107772631327,0.445483566830391,2.34368547833222
mp-4609,HfSiO4,1.97042588797448,1.99435128550614,1.97861894006906,5.6474,15.7720078788377,11.0285249219863,3.22848379694066,6.0353349407076,0.475433807539121
mp-558608,Nb2PbO6,2.4648083941759,2.46238464907496,2.46676334089835,2.5575,14.9858397313106,8.72066712742553,8.75551397191263,32.6576311481507,0.14483445492759
mp-755895,Ba3Zr2O7,2.17331244877491,2.17331244877491,2.17028647878569,3.1319,13.5542577344957,8.74857715146929,3.34963335284589,25.1794350332738,0.338255086848544
mp-30123,Hg2SeO5,2.20647847485535,2.20746552860968,1.96910787413996,0.7635,12.8417135435001,8.43631698452341,6.83777059110447,0.355615194581472,2.95827482265276
mp-27377,K4Zr5O12,2.05913978155928,2.05913984712064,2.01594927019506,3.1866,13.0845625121106,8.89690955889987,22.5904070892179,1.68182845467514,0.638857539949677
